buh_empresa	buh_archivo	buh_fecha	buh_bodega	buh_codigo	buh_codigo_funcional	buh_codigo_vinculado	buh_codigo_generico	buh_estatus	buh_clasificacion	buh_responsable	buh_ctv	buh_pv	buh_precio_promocion	buh_promocion_desde	buh_promocion_hasta	buh_proveedor	buh_perfil	buh_horizonte	buh_tiempo_suministro	buh_frecuencia_reposicion	buh_gdb	buh_cam	buh_etapa	buh_nuevo_buffer_sugerido	buh_comportamiento	buh_consumo	buh_buffer_calculado	buh_cobertura_buffer	buh_cobertura_inventario_proyectado	buh_cobertura_pedido_minimo	buh_dias_desabastecimiento	buh_ventas_perdidas	buh_observaciones	buh_nuevo_buffer_real	buh_posponer_alerta_buf	buh_posponer_alerta_red	buh_posponer_alerta_gdb	buh_buffer_minimo	buh_buffer_maximo	buh_pedido_minimo	buh_redondeo_pedido_minimo	buh_pedido_minimo_grupo	buh_unidad_empaque	buh_redondeo_unidad_empaque	buh_porcentaje_atencion	buh_impacto_faltante	buh_buffer_actual	buh_zona_amarilla	buh_zona_roja	buh_color_inventario_fisico	buh_color_inventario_proyectado 	buh_ultimo_buffer	buh_buffer_anterior_estacion	buh_buffer_estacional	buh_inventario_proveedor	buh_inventario_fisico	buh_estado_inventario_fisico	buh_transito	buh_negociacion	buh_produccion	buh_embarcado	buh_comprometido	buh_backorder	buh_inventario_proyectado	buh_estado_inventario_proyectado	buh_ingresos	buh_egresos	buh_pedido_calculado_auxiliar	buh_pedido_calculado	buh_pedido_promedio	buh_pedido_real	buh_calendario_estacional	buh_accion_estacional	buh_etapa_estacional	buh_tdd	buh_idd	buh_roi_pasado	buh_roi_proyectado	buh_velocity	buh_nivel_servicio	buh_ultimo_cambio	buh_nuevo_inicio_horizonte	buh_inicio_horizonte	buh_fin_horizonte	buh_ultima_transferencia_ini	buh_ultima_transferencia_fin	buh_variabilidad	buh_rojo_acumulado	buh_negro	buh_rojo	buh_amarillo	buh_verde	buh_lila	emp_nombre	bod_nombre	ach_nombre	pro_nombre	pre_nombre	pro_descripcion	pro_grupo	pro_linea	pro_sublinea	pro_modelo	pro_familia	pro_subfamilia 	pro_categoria	pro_tipo	pro_marca	pro_cat_management	buh_estado_reposiciones	buh_fecha_nuevo_pedido	buh_fecha_esperada_arribo
1	27	2018-04-18	Bodega Central Agrota	160809170733122	\N	DCT-DCW3550/P15/27	0	0	0	0	0.18	0.45	0.00	\N	\N	24	3	22.00	16.00	13.00	1	\N	SUSP-112	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	14.00	9.00	5.00	L	L	20.00	\N	\N	1000000000.00	20.00	-0.43	0.00	0.00	0.00	0.00	0.00	0.00	20.00	-0.43	\N	\N	\N	0.00	6.00	\N	\N	\N	\N	0.00	1.08	0.00	2.48	\N	0.00	2018-03-07	\N	2018-03-07	2018-08-08	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.00	0.28	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	ABRAZADERA DCW 50	REPUESTOS 4T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160809170944729	\N	DCT-DCW3550/P15/28	0	0	0	0	0.91	2.27	0.00	\N	\N	24	3	22.00	16.00	13.00	1	\N	SUSP-112	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	14.00	9.00	5.00	L	L	20.00	\N	\N	1000000000.00	20.00	-0.43	0.00	0.00	0.00	0.00	0.00	0.00	20.00	-0.43	\N	\N	\N	0.00	6.00	\N	\N	\N	\N	0.00	5.46	0.00	2.47	\N	0.00	2018-03-07	\N	2018-03-07	2018-08-08	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.00	0.28	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	TAPA FILTRO ASPIRACION DCW 50	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160809171257090	\N	DCT-DCW3550/P15/29	0	0	0	0	0.69	1.70	0.00	\N	\N	24	3	22.00	16.00	13.00	1	\N	SUSP-112	\N	BUF	0.04	2.00	131.25	181.25	6.25	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	21.00	14.00	7.00	L	L	30.00	\N	\N	1000000000.00	29.00	-0.38	0.00	0.00	0.00	0.00	0.00	0.00	29.00	-0.38	\N	\N	\N	0.00	9.00	\N	\N	\N	\N	0.00	5.52	0.00	2.42	\N	0.00	2018-03-07	\N	2018-03-07	2018-08-08	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.00	0.28	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	FILTRO ASPIRACION DCW 50	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160809171625233	\N	DCT-DCW3550/P15/30	0	0	0	0	44.25	109.99	0.00	\N	\N	24	3	22.00	16.00	13.00	1	-	LIBRE-454	1.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	2.00	2.00	1.00	A	A	0.00	\N	\N	1000000000.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	\N	\N	\N	0.00	1.00	\N	\N	\N	\N	0.00	0.00	0.00	2.46	\N	0.00	2016-08-18	\N	2017-11-15	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.92	0.00	0.00	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	KIT BOMBA COMPLETO DCW 50	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160809172215742	\N	DCT-DCW3550/P16/10	0	0	0	0	1.20	3.00	0.00	\N	\N	24	3	22.00	16.00	13.00	1	-	LIBRE-454	7.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	10.00	7.00	3.00	V	V	0.00	\N	\N	1000000000.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	\N	\N	\N	0.00	4.00	\N	\N	\N	\N	0.00	0.00	0.00	2.48	\N	0.00	2016-08-18	\N	2017-11-15	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.92	0.00	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	INTERRUPTOR CHASIS DCW 50	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160809172441707	\N	DCT-DCW3550/P16/11	0	0	0	0	0.45	1.13	0.00	\N	\N	24	3	22.00	16.00	13.00	1	-	LIBRE-454	3.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	5.00	3.00	2.00	V	V	0.00	\N	\N	1000000000.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	\N	\N	\N	0.00	2.00	\N	\N	\N	\N	0.00	0.00	0.00	2.50	\N	0.00	2016-08-18	\N	2017-11-15	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.92	0.00	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	CABLE PARE CHASIS DCW 50	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160811090531773	\N	DCT-DCW3580/P15/3	0	0	0	0	0.81	2.00	0.00	\N	\N	24	3	22.00	16.00	13.00	1	-	LIBRE-454	7.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	10.00	7.00	3.00	V	V	0.00	\N	\N	1000000000.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	\N	\N	\N	0.00	4.00	\N	\N	\N	\N	0.00	0.00	0.00	2.43	\N	0.00	2016-08-18	\N	2017-11-15	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.92	0.00	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	JUNTA CODO SALIDA DCW 80	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160811092432419	\N	DCT-DCW3580/P15/4	0	0	0	0	18.18	45.45	0.00	\N	\N	24	3	22.00	16.00	13.00	1	-	LIBRE-454	7.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	10.00	7.00	3.00	V	V	0.00	\N	\N	1000000000.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	\N	\N	\N	0.00	4.00	\N	\N	\N	\N	0.00	0.00	0.00	2.48	\N	0.00	2016-08-18	\N	2017-11-15	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.92	0.00	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	CUERPO BOMBA PRINCIPAL DCW 80	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160811092758943	\N	DCT-DCW3580/P15/9	0	0	0	0	16.05	40.00	0.00	\N	\N	24	3	22.00	16.00	13.00	1	-	LIBRE-454	3.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	5.00	3.00	2.00	V	V	0.00	\N	\N	1000000000.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	\N	\N	\N	0.00	2.00	\N	\N	\N	\N	0.00	0.00	0.00	2.47	\N	0.00	2016-08-18	\N	2017-11-15	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.92	0.00	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	TAPA TRASERA BOMBA DCW 80	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160811093135394	\N	DCT-DCW3580/P15/10	0	0	0	0	0.14	0.35	0.00	\N	\N	24	3	22.00	16.00	13.00	1	-	LIBRE-454	7.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	10.00	7.00	3.00	V	V	0.00	\N	\N	1000000000.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	\N	\N	\N	0.00	4.00	\N	\N	\N	\N	0.00	0.00	0.00	2.48	\N	0.00	2016-08-18	\N	2017-11-15	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.92	0.00	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	CHAVETA TURBINA DCW 80	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160811093422363	\N	DCT-DCW3580/P15/11	0	0	0	0	0.10	0.25	0.00	\N	\N	24	3	22.00	16.00	13.00	1	-	LIBRE-454	10.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	15.00	10.00	5.00	V	V	0.00	\N	\N	1000000000.00	15.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.00	0.00	\N	\N	\N	0.00	7.00	\N	\N	\N	\N	0.00	0.00	0.00	2.48	\N	0.00	2016-08-18	\N	2017-11-15	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.92	0.00	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	TORNILLO TURBINA DCW 80	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160811093655691	\N	DCT-DCW3580/P15/12	0	0	0	0	1.07	2.67	0.00	\N	\N	24	3	22.00	16.00	13.00	1	-	LIBRE-454	10.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	15.00	10.00	5.00	V	V	0.00	\N	\N	1000000000.00	15.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.00	0.00	\N	\N	\N	0.00	7.00	\N	\N	\N	\N	0.00	0.00	0.00	2.48	\N	0.00	2016-08-18	\N	2017-11-15	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.92	0.00	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	JUNTA CUERPO BOMBA DCW 80	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160811094012373	\N	DCT-DCW3580/P15/14	0	0	0	0	7.79	19.45	0.00	\N	\N	24	3	22.00	16.00	13.00	1	-	LIBRE-454	2.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	3.00	2.00	1.00	V	V	0.00	\N	\N	1000000000.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	\N	\N	\N	0.00	1.00	\N	\N	\N	\N	0.00	0.00	0.00	2.48	\N	0.00	2016-08-18	\N	2017-11-15	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.92	0.00	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	TURBINA DCW 80	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160811094257699	\N	DCT-DCW3580/P15/15	0	0	0	0	9.64	24.00	0.00	\N	\N	24	3	22.00	16.00	13.00	1	\N	SUSP-128	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	2.00	2.00	1.00	L	L	3.00	\N	\N	1000000000.00	3.00	-0.50	0.00	0.00	0.00	0.00	0.00	0.00	3.00	-0.50	\N	\N	\N	0.00	1.00	\N	\N	\N	\N	0.00	9.64	0.00	2.47	\N	0.00	2018-03-23	\N	2018-03-23	2018-08-24	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.00	0.15	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	DIFUSOR DCW 80	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160811101348311	\N	DCT-DCW3580/P15/16	0	0	0	0	0.50	1.75	0.00	\N	\N	24	3	22.00	16.00	13.00	1	-	LIBRE-454	7.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	10.00	7.00	3.00	V	V	0.00	\N	\N	1000000000.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	\N	\N	\N	0.00	4.00	\N	\N	\N	\N	0.00	0.00	0.00	4.14	\N	0.00	2016-08-18	\N	2017-11-15	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.92	0.00	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	JUNTA DIFUSOR DCW 80	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160811101614658	\N	DCT-DCW3580/P15/17	0	0	0	0	1.48	3.70	0.00	\N	\N	24	3	22.00	16.00	13.00	1	-	LIBRE-454	21.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	30.00	20.00	10.00	V	V	0.00	\N	\N	1000000000.00	30.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.00	0.00	\N	\N	\N	0.00	13.00	\N	\N	\N	\N	0.00	0.00	0.00	2.48	\N	0.00	2016-08-18	\N	2017-11-15	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.92	0.00	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	RETEN MECANICO DCW 80	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160811101840863	\N	DCT-DCW3580/P15/18	0	0	0	0	0.69	1.73	0.00	\N	\N	24	3	22.00	16.00	13.00	1	-	LIBRE-454	21.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	30.00	20.00	10.00	V	V	0.00	\N	\N	1000000000.00	30.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.00	0.00	\N	\N	\N	0.00	13.00	\N	\N	\N	\N	0.00	0.00	0.00	2.49	\N	0.00	2016-08-18	\N	2017-11-15	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.92	0.00	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	RETEN CERAMICO DCW 80	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160811102118964	\N	DCT-DCW3580/P15/19	0	0	0	0	0.12	0.30	0.00	\N	\N	24	3	22.00	16.00	13.00	1	-	LIBRE-454	21.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	30.00	20.00	10.00	V	V	0.00	\N	\N	1000000000.00	30.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.00	0.00	\N	\N	\N	0.00	13.00	\N	\N	\N	\N	0.00	0.00	0.00	2.48	\N	0.00	2016-08-18	\N	2017-11-15	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.92	0.00	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	ARANDELA TURBINA DCW 80	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160811102403022	\N	DCT-DCW3580/P15/20	0	0	0	0	0.17	0.50	0.00	\N	\N	24	3	22.00	16.00	13.00	1	-	LIBRE-454	35.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	50.00	33.00	17.00	V	V	0.00	\N	\N	1000000000.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	0.00	\N	\N	\N	0.00	22.00	\N	\N	\N	\N	0.00	0.00	0.00	3.21	\N	0.00	2016-08-18	\N	2017-11-15	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.92	0.00	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	JUNTA TAPON DCW 80	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160811103048578	\N	DCT-DCW3580/P15/21	0	0	0	0	0.41	0.65	0.00	\N	\N	24	3	22.00	16.00	13.00	1	\N	LIBRE-454	\N	\N	0.17	8.00	29.41	32.35	1.47	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	20.00	13.00	7.00	L	L	0.00	\N	\N	1000000000.00	22.00	-0.10	0.00	0.00	0.00	0.00	0.00	0.00	22.00	-0.10	\N	\N	\N	0.00	9.00	\N	\N	\N	\N	0.00	0.82	0.00	0.97	\N	1.00	2016-08-18	\N	2017-11-15	2018-04-18	2017-10-06	2017-11-08	0.04	0.00	0.00	0.00	0.00	0.32	0.60	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	TAPON LLENADO VACIADO DCW 80	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		OK	2018-01-05	2018-01-26
1	27	2018-04-18	Bodega Central Agrota	160811103712255	\N	DCT-DCW3580/P15/22	0	0	0	0	2.07	5.00	0.00	\N	\N	24	3	22.00	16.00	13.00	1	-	LIBRE-454	14.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	20.00	13.00	7.00	V	V	0.00	\N	\N	1000000000.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	\N	\N	\N	0.00	9.00	\N	\N	\N	\N	0.00	0.00	0.00	2.34	\N	0.00	2016-08-18	\N	2017-11-15	2018-04-18	2018-01-25	2018-03-01	0.05	0.00	0.00	0.00	0.00	0.92	0.00	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	JUNTA VALVULA RETENCION DCW 80	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	2018-04-26	2018-05-17
1	27	2018-04-18	Bodega Central Agrota	160811103947307	\N	DCT-DCW3580/P15/23	0	0	0	0	6.31	15.77	0.00	\N	\N	24	3	22.00	16.00	13.00	1	-	LIBRE-454	7.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	10.00	7.00	3.00	V	V	0.00	\N	\N	1000000000.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	\N	\N	\N	0.00	4.00	\N	\N	\N	\N	0.00	0.00	0.00	2.48	\N	0.00	2016-08-18	\N	2017-11-15	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.92	0.00	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	TAPA ASPIRACION DCW 80	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160811104323465	\N	DCT-DCW3580/P15/24	0	0	0	0	0.82	2.15	0.00	\N	\N	24	3	22.00	16.00	13.00	1	-	LIBRE-454	28.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	40.00	27.00	13.00	V	V	0.00	\N	\N	1000000000.00	40.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	40.00	0.00	\N	\N	\N	0.00	18.00	\N	\N	\N	\N	0.00	0.00	0.00	2.68	\N	0.00	2016-08-18	\N	2017-11-15	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.92	0.00	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	JUNTA PLANA DCW 80	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160811104542674	\N	DCT-DCW3580/P15/25	0	0	0	0	2.38	5.95	0.00	\N	\N	24	3	22.00	16.00	13.00	1	-	LIBRE-454	21.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	30.00	20.00	10.00	V	V	0.00	\N	\N	1000000000.00	30.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.00	0.00	\N	\N	\N	0.00	13.00	\N	\N	\N	\N	0.00	0.00	0.00	2.48	\N	0.00	2016-08-18	\N	2017-11-15	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.92	0.00	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	TUERCA ESPIGA DCW 80	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160811104803826	\N	DCT-DCW3580/P15/26	0	0	0	0	1.99	5.00	0.00	\N	\N	24	3	22.00	16.00	13.00	1	-	LIBRE-454	14.00	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	20.00	13.00	7.00	V	V	0.00	\N	\N	1000000000.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	\N	\N	\N	0.00	9.00	\N	\N	\N	\N	0.00	0.00	0.00	2.50	\N	0.00	2016-08-18	\N	2017-11-15	2018-04-18	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.92	0.00	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	ESPIGA DCW 80	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
1	27	2018-04-18	Bodega Central Agrota	160811105033020	\N	DCT-DCW3580/P15/27	0	0	0	0	1.30	3.25	0.00	\N	\N	24	3	22.00	16.00	13.00	1	\N	SUSP-128	\N	\N	0.00	0.00	0.00	0.00	0.00	0	0.00	\N	\N	\N	\N	\N	\N	\N	1.00	Default	\N	1.00	=	1.00	\N	14.00	9.00	5.00	L	L	20.00	\N	\N	1000000000.00	20.00	-0.43	0.00	0.00	0.00	0.00	0.00	0.00	20.00	-0.43	\N	\N	\N	0.00	6.00	\N	\N	\N	\N	0.00	7.80	0.00	2.48	\N	0.00	2018-03-23	\N	2018-03-23	2018-08-24	1899-12-30	1899-12-30	0.00	0.00	0.00	0.00	0.00	0.00	0.15	AGROTA	Bodega Central Agrota	Repuestos GROW-DUCAT.xlsm	MIRAL	CHINA MIRAL	ABRAZADERA DCW 80	REPUESTOS 2T	INDUSTRIAL					REPUESTOS		DUCATI		MAC	\N	\N
